sampno,hh_total_vmt,hh_total_gallons,hh_state_fuel_tax_paid,hh_income_cat,hh_urbrur,hh_city,hh_num_vehicles,hh_avg_mpg,hh_income_group,hh_cpm
30033642,34.355,1.0702492211838006,0.6549925233644859,6,1,SAN FRANCISCO,1,32.1,mid_low,0.12461059190031154
30034649,111.656,4.060218181818183,2.4848535272727275,8,1,OAKLAND,1,27.5,mid_high,0.14545454545454542
30035545,23371.866,849.8860363636363,520.1302542545454,9,1,OAKLAND,6,27.5,mid_high,0.14545454545454548
30036272,782.056,28.438399999999998,17.4043008,5,1,OAKLAND,2,27.5,mid_low,0.14545454545454542
30037046,25.396,0.7472579207449523,0.45732184749591087,4,1,SAN FRANCISCO,2,34.0,low,0.11769694766812923
30037447,341.664,11.776632987859045,7.207299388569735,2,1,DALY CITY,2,29.099999999999998,low,0.13787385253183299
30037492,1591.268,51.861079172124704,31.738980453340318,6,1,OAKLAND,2,31.1,mid_low,0.13036416033534187
30037730,311.152,9.909299363057325,6.064491210191083,7,1,DALY CITY,1,31.399999999999995,mid_low,0.12738853503184713
30040433,1712.142,62.25970909090909,38.10294196363636,8,1,SAN FRANCISCO,2,27.5,mid_high,0.14545454545454545
30040845,28.893,0.9411400651465798,0.5759777198697068,8,1,SAN FRANCISCO,1,30.7,mid_high,0.13029315960912052
30041823,280.944,10.216145454545455,6.252281018181818,7,1,SAN FRANCISCO,1,27.5,mid_low,0.1454545454545454
30042274,2953.072,106.80502393721386,65.36467464957488,7,1,SAN FRANCISCO,2,27.650000000000002,mid_low,0.14466971877043822
30043222,81.972,2.9808,1.8242496,9,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454545
30044225,98.547,3.544856115107913,2.169451942446043,8,1,OAKLAND,1,27.8,mid_high,0.14388489208633093
30044959,63.190000000000005,2.012420382165605,1.2316012738853503,4,1,OAKLAND,1,31.4,low,0.12738853503184716
30045097,37.179,1.1164864864864865,0.6832897297297298,7,1,SAN FRANCISCO,1,33.3,mid_low,0.12012012012012015
30046310,242.136,7.887166123778502,4.826945667752443,11,1,ALAMEDA,1,30.700000000000003,high,0.13029315960912055
30046784,334.072,12.148072727272726,7.434620509090908,5,1,SAN FRANCISCO,1,27.5,mid_low,0.1454545454545454
30047212,2.64,0.096,0.058752,7,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454545
30047221,450.08,16.366545454545452,10.016325818181818,7,1,OAKLAND,1,27.5,mid_low,0.14545454545454545
30048597,15317.235,484.4258653231453,296.46862957776494,10,1,SAN FRANCISCO,3,31.633333333333333,high,0.1265047811365812
30049614,103.24000000000001,3.2520487330595076,1.9902538246324184,11,1,SAN FRANCISCO,2,31.75,high,0.12599956346607932
30050996,210.272,6.623545052284858,4.053609571998333,10,1,SAN FRANCISCO,2,31.75,high,0.12599956346607932
30051693,10.556000000000001,0.36384909683150723,0.22267564726088243,7,1,OAKLAND,2,29.1,mid_low,0.13787385253183296
30052047,101.968,3.176573208722741,1.9440628037383176,8,1,DALY CITY,1,32.1,mid_high,0.12461059190031153
30052378,50.352000000000004,1.6035668789808917,0.9813829299363057,11,1,SAN FRANCISCO,2,31.399999999999995,high,0.12738853503184713
30053919,931.264,30.350862352632955,18.57472775981137,11,1,OAKLAND,2,31.100000000000005,high,0.13036416033534187
30054089,469.18399999999997,15.838780175587653,9.693333467459643,10,1,OAKLAND,2,29.8,high,0.1350325686774285
30056852,3654.944,124.01869583434801,75.89944185062097,11,1,SAN FRANCISCO,4,29.625,high,0.13572705446031239
30058537,810.712,29.480436363636365,18.042027054545454,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30060239,9.792,0.35607272727272726,0.2179165090909091,6,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454548
30060943,292.908,10.6512,6.518534399999999,7,2,OAKLAND,2,27.5,mid_low,0.14545454545454545
30061034,500.32,16.115413182846115,9.862632867901823,11,1,OAKLAND,2,31.049999999999997,high,0.12884084732048381
30061352,17.932,0.6520727272727272,0.3990685090909091,8,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454545
30063048,435.216,12.542247838616714,7.675855677233429,9,1,ALAMEDA,1,34.7,mid_high,0.11527377521613835
30064568,169.78199999999998,5.289158878504672,3.2369652336448596,9,1,SAN FRANCISCO,1,32.1,mid_high,0.12461059190031153
30064613,60.424,2.197236363636364,1.3447086545454545,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454548
30065974,4575.78,166.392,101.831904,11,1,SAN FRANCISCO,3,27.5,high,0.14545454545454548
30066284,24718.176,898.8427636363637,550.0917713454545,6,1,DALY CITY,4,27.5,mid_low,0.14545454545454545
30067341,10.096,0.36712727272727275,0.2246818909090909,10,1,OAKLAND,2,27.5,high,0.14545454545454545
30067719,113.14500000000001,3.9910969005058345,2.4425513031095707,10,1,OAKLAND,5,28.64,high,0.1410967130851857
30068884,237.904,8.651054545454546,5.294445381818182,10,1,SAN FRANCISCO,1,27.5,high,0.14545454545454548
30068983,2332.26,84.80945454545454,51.90338618181818,6,1,OAKLAND,3,27.5,mid_low,0.14545454545454545
30069387,2146.208,71.24730898170898,43.6033530968059,4,1,DALY CITY,4,30.399999999999995,low,0.1327873327873328
30070842,872.575,31.73,19.41876,9,2,OAKLAND,1,27.5,mid_high,0.14545454545454542
30071011,119.83200000000001,4.3105035971223025,2.638028201438849,8,1,OAKLAND,1,27.8,mid_high,0.14388489208633093
30071074,1679.52,61.073454545454545,37.37695418181818,11,1,SAN FRANCISCO,2,27.5,high,0.14545454545454545
30071324,5.064,0.16504102698454282,0.10100510851454021,7,1,SAN FRANCISCO,2,31.1,mid_low,0.1303641603353419
30071402,292.072,9.098816199376946,5.568475514018691,6,1,SAN FRANCISCO,1,32.1,mid_low,0.12461059190031148
30071528,437.2,15.898181818181818,9.729687272727272,11,1,SAN FRANCISCO,2,27.5,high,0.14545454545454545
30071654,1062.636,38.64130909090909,23.648481163636365,5,1,SAN FRANCISCO,2,27.5,mid_low,0.14545454545454545
30072193,2193.4,79.76,48.81312,7,2,ALAMEDA,1,27.5,mid_low,0.14545454545454542
30072601,892.197,32.44352727272727,19.85543869090909,6,1,OAKLAND,1,27.5,mid_low,0.14545454545454545
30074374,12.774000000000001,0.45949640287769783,0.2812117985611511,5,1,OAKLAND,1,27.8,mid_low,0.14388489208633093
30074919,186.852,6.794618181818182,4.158306327272727,6,1,SAN FRANCISCO,2,27.5,mid_low,0.14545454545454545
30086132,4.104,0.14923636363636364,0.09133265454545454,7,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454545
30089487,10.148,0.36503597122302156,0.2234020143884892,7,1,DALY CITY,1,27.8,mid_low,0.14388489208633093
30090726,1165.17,42.36981818181818,25.930328727272723,9,1,SAN FRANCISCO,2,27.5,mid_high,0.14545454545454548
30090882,279.94,8.720872274143302,5.337173831775701,10,1,SAN FRANCISCO,1,32.1,high,0.12461059190031153
30091459,1187.0040000000001,40.071049787595584,24.523482470008496,6,1,SAN FRANCISCO,2,29.800000000000004,mid_low,0.1350325686774285
30091973,6.168,0.2218705035971223,0.13578474820143885,3,1,ALAMEDA,1,27.8,low,0.14388489208633093
30093093,53.532,1.9466181818181818,1.1913303272727274,5,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454548
30093131,2248.46,81.76218181818182,50.03845527272727,7,1,ALAMEDA,2,27.5,mid_low,0.14545454545454542
30093955,1057.932,38.33187233485938,23.459105868933943,8,1,ALAMEDA,3,27.6,mid_high,0.1449313276651406
30094733,56.992,2.0724363636363634,1.2683310545454545,8,1,SAN FRANCISCO,2,27.5,mid_high,0.14545454545454545
30095549,96.376,3.5045818181818182,2.1448040727272724,6,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454545
30097936,2242.323,76.80502113022114,47.00467293169533,10,2,SAN FRANCISCO,3,29.433333333333334,high,0.13700973700973704
30097981,265.84,9.66690909090909,5.916148363636363,4,1,OAKLAND,1,27.5,low,0.14545454545454545
30099392,1730.048,62.91083636363636,38.50143185454545,11,1,OAKLAND,1,27.5,high,0.14545454545454545
30100562,223.77599999999998,8.13730909090909,4.980033163636364,10,1,SAN FRANCISCO,2,27.5,high,0.14545454545454548
30102614,4051.136,136.75882503540072,83.69640092166524,8,1,SAN FRANCISCO,2,29.8,mid_high,0.13503256867742847
30102880,153.048,4.874140127388535,2.9829737579617834,11,1,ALAMEDA,1,31.4,high,0.1273885350318471
30104033,3096.352,112.59461818181818,68.90790632727273,7,1,SAN FRANCISCO,2,27.5,mid_low,0.14545454545454545
30104991,159.59,4.792492492492493,2.9330054054054058,11,1,SAN FRANCISCO,1,33.3,high,0.12012012012012017
30105105,47.688,1.485607476635514,0.9091917757009346,11,1,SAN FRANCISCO,1,32.1,high,0.12461059190031151
30106841,439.528,15.982836363636363,9.781495854545454,11,1,OAKLAND,2,27.5,high,0.14545454545454545
30108006,103.626,3.440055036855037,2.1053136825552827,10,1,OAKLAND,2,30.4,high,0.13278733278733276
30110568,11.648,0.42356363636363636,0.25922094545454544,9,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454545
30111758,47.92,1.6176901727555935,0.9900263857264231,7,1,SAN FRANCISCO,2,29.8,mid_low,0.13503256867742847
30114124,60.819,2.2116000000000002,1.3534992000000001,6,1,OAKLAND,1,27.5,mid_low,0.14545454545454545
30114128,33.845,1.2307272727272727,0.7532050909090908,11,1,OAKLAND,1,27.5,high,0.14545454545454545
30114305,106.2,3.861818181818182,2.3634327272727274,11,1,SAN FRANCISCO,2,27.5,high,0.14545454545454545
30114382,132.246,4.211656050955415,2.5775335031847137,9,1,SAN FRANCISCO,1,31.4,mid_high,0.12738853503184716
30115304,44.992,1.6184172661870502,0.9904713669064746,8,1,SAN FRANCISCO,1,27.8,mid_high,0.14388489208633093
30115420,2054.268,74.70065454545454,45.716800581818184,10,1,OAKLAND,2,27.5,high,0.14545454545454545
30115523,576.966,20.980581818181818,12.840116072727271,4,1,SAN FRANCISCO,2,27.5,low,0.1454545454545454
30117074,135.066,4.91149090909091,3.0058324363636366,7,1,ALAMEDA,3,27.5,mid_low,0.14545454545454545
30117684,3597.98,124.01684098312111,75.89830668167012,8,1,OAKLAND,2,29.1,mid_high,0.13787385253183296
30118560,158.8,5.175457165313073,3.1673797851716006,6,1,SAN FRANCISCO,2,31.100000000000005,mid_low,0.13036416033534187
30128796,59.946999999999996,2.15636690647482,1.3196965467625899,8,1,SAN FRANCISCO,1,27.8,mid_high,0.14388489208633093
30129439,9.053999999999998,0.3292363636363636,0.2014926545454545,11,1,OAKLAND,1,27.5,high,0.1454545454545455
30129542,6.293,0.22883636363636362,0.14004785454545454,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454542
30130367,570.216,19.65446917382292,12.028535134379627,9,1,SAN FRANCISCO,2,29.1,mid_high,0.137873852531833
30131095,7654.2029999999995,278.33465454545455,170.34080858181818,9,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454548
30134588,1300.7199999999998,40.242432241158355,24.62836853158891,11,1,SAN FRANCISCO,2,32.349999999999994,high,0.12375432757598366
30134694,222.18,8.079272727272727,4.944514909090909,4,1,OAKLAND,1,27.5,low,0.14545454545454545
30135305,761.664,23.841347536461544,14.590904692314465,8,1,SAN FRANCISCO,2,32.0,mid_high,0.1252066398646203
30135384,623.12,21.25174753908512,13.006069493920094,6,1,ALAMEDA,2,29.45,mid_low,0.13642154024319628
30135526,2127.336,70.62081834561835,43.21994082751843,10,1,SAN FRANCISCO,2,30.4,high,0.1327873327873328
30137501,1307.52,47.54618181818182,29.098263272727273,8,1,ALAMEDA,2,27.5,mid_high,0.14545454545454542
30139730,1448.6100000000001,45.6310569081493,27.926206827787368,11,1,SAN FRANCISCO,2,31.75,high,0.12599956346607935
30142155,382.196,12.449381107491858,7.619021237785017,9,1,SAN FRANCISCO,1,30.7,mid_high,0.13029315960912052
30142992,3176.9519999999998,109.50465288717797,67.0168475669529,11,1,OAKLAND,2,29.099999999999998,high,0.13787385253183299
30143447,5532.288,181.9549834041348,111.3564498433305,8,1,OAKLAND,3,30.566666666666666,mid_high,0.1315585764183895
30146681,297.656,9.136808944043405,5.591727073754564,11,1,SAN FRANCISCO,2,32.7,high,0.12278346741262937
30146823,252.612,7.279884726224783,4.455289452449567,8,1,DALY CITY,1,34.7,mid_high,0.11527377521613832
30148773,81.126,2.527289719626168,1.546701308411215,8,1,SAN FRANCISCO,1,32.1,mid_high,0.12461059190031151
30150798,510.0,17.21665250637213,10.536591333899745,10,1,OAKLAND,2,29.8,high,0.13503256867742847
30151163,1297.186,47.1704,28.868284799999998,6,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454545
30151712,500.07,16.288925081433227,9.968822149837134,7,1,OAKLAND,1,30.7,mid_low,0.13029315960912055
30154206,84.998,3.090836363636364,1.8915918545454549,6,1,OAKLAND,1,27.5,mid_low,0.14545454545454548
30157808,494.82,17.993454545454547,11.011994181818181,8,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454542
30158051,518.98,17.700012738853506,10.832407796178344,7,1,OAKLAND,2,29.45,mid_low,0.13642154024319633
30161092,151.508,5.167238679791547,3.1623500720324267,8,1,OAKLAND,2,29.449999999999996,mid_high,0.13642154024319628
30162777,21.096,0.7671272727272729,0.469481890909091,8,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454545
30163265,617.37,22.44981818181818,13.739288727272726,5,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454545
30163905,11.829,0.4301454545454546,0.2632490181818182,9,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454542
30164169,1289.166,44.470858637881534,27.2161654863835,10,1,SAN FRANCISCO,3,29.133333333333333,high,0.13798334314706262
30165692,392.28000000000003,14.264727272727272,8.730013090909091,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454542
30165799,36.848,1.3399272727272726,0.8200354909090909,11,1,OAKLAND,1,27.5,high,0.14545454545454548
30165941,255.03,9.273818181818182,5.675576727272727,10,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30168625,541.916,19.706036363636365,12.060094254545454,7,1,SAN FRANCISCO,2,27.5,mid_low,0.14545454545454548
30168877,61.89,2.2505454545454544,1.3773338181818182,10,1,OAKLAND,2,27.5,high,0.14545454545454545
30169685,436.044,15.856145454545455,9.703961018181818,5,1,SAN FRANCISCO,2,27.5,mid_low,0.14545454545454548
30170019,5487.72,187.1608037058483,114.54241186797915,2,1,SAN FRANCISCO,2,29.45,low,0.13642154024319628
30170586,222.144,7.576306658946149,4.636699675275043,7,1,DALY CITY,2,29.450000000000003,mid_low,0.1364215402431963
30170648,79.73400000000001,2.8994181818181817,1.7744439272727273,5,1,OAKLAND,1,27.5,mid_low,0.14545454545454542
30171102,465.46799999999996,16.92610909090909,10.358778763636364,9,1,SAN FRANCISCO,2,27.5,mid_high,0.14545454545454548
30171206,268.79200000000003,8.071831831831833,4.939961081081082,8,1,SAN FRANCISCO,2,33.3,mid_high,0.1201201201201201
30172717,2179.296,72.18076653480456,44.17462911930039,11,1,OAKLAND,3,30.333333333333332,high,0.1324845574622347
30172766,660.1080000000001,20.56411214953271,12.585236635514018,3,1,OAKLAND,1,32.1,low,0.12461059190031153
30173006,10.504999999999999,0.382,0.233784,10,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30179514,387.444,13.354599230085876,8.173014728812555,11,1,OAKLAND,2,29.1,high,0.13787385253183299
30180348,30.112000000000002,1.0949818181818183,0.6701288727272727,9,1,SAN FRANCISCO,2,27.5,mid_high,0.14545454545454542
30181123,375.0,13.636363636363637,8.345454545454546,8,2,OAKLAND,2,27.5,mid_high,0.14545454545454545
30181354,165.99599999999998,6.036218181818182,3.694165527272727,11,1,SAN FRANCISCO,1,27.5,high,0.1454545454545455
30183736,381.08399999999995,11.871775700934577,7.265526728971961,11,1,OAKLAND,1,32.1,high,0.12461059190031153
30183821,732.78,22.82803738317757,13.970758878504672,8,1,DALY CITY,1,32.1,mid_high,0.12461059190031151
30184454,226.736,8.244945454545455,5.045906618181818,6,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454545
30185293,86.285,2.486599423631124,1.521798847262248,11,1,SAN FRANCISCO,1,34.7,high,0.11527377521613834
30186778,357.912,11.881544963144965,7.271505517444718,11,1,OAKLAND,2,30.4,high,0.13278733278733282
30187153,3565.8,129.66545454545457,79.35525818181819,6,1,SAN FRANCISCO,3,27.5,mid_low,0.14545454545454542
30188631,255.832,9.302981818181818,5.693424872727272,7,1,OAKLAND,2,27.5,mid_low,0.14545454545454542
30189758,142.5,4.2792792792792795,2.618918918918919,1,1,OAKLAND,1,33.3,low,0.12012012012012013
30190742,183.85,6.6854545454545455,4.0914981818181815,9,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454548
30192757,3488.128,126.84101818181819,77.62670312727272,6,1,OAKLAND,2,27.5,mid_low,0.14545454545454545
30193556,80.195,2.916181818181818,1.7847032727272725,8,1,OAKLAND,1,27.5,mid_high,0.14545454545454548
30193730,324.416,11.796945454545455,7.219730618181818,3,1,OAKLAND,1,27.5,low,0.14545454545454545
30193931,933.528,28.55787151637619,17.477417368022227,10,1,SAN FRANCISCO,2,32.699999999999996,high,0.12236535601021584
30195014,543.468,19.762472727272726,12.09463330909091,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454542
30195522,2812.995,96.3519262899263,58.96737888943489,4,1,SAN FRANCISCO,3,29.433333333333334,low,0.13700973700973704
30196882,851.544,30.96523636363636,18.950724654545454,5,1,OAKLAND,2,27.5,mid_low,0.14545454545454548
30196898,9.344,0.31543608043047294,0.19304688122344943,8,1,SAN FRANCISCO,2,29.8,mid_high,0.1350325686774285
30198261,278.748,10.13629090909091,6.203410036363636,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454542
30201218,238.79199999999997,7.439003115264796,4.5526699065420555,11,1,OAKLAND,1,32.1,high,0.12461059190031154
30201368,156.87,5.704363636363637,3.4910705454545456,9,1,SAN FRANCISCO,1,27.5,mid_high,0.1454545454545454
30201548,642.582,23.366618181818183,14.300370327272727,7,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454542
30205588,52.136,1.502478386167147,0.7001549279538904,10,1,OAKLAND,1,34.7,high,0.12968299711815562
30208704,4185.344,152.19432727272726,93.1429282909091,11,1,OAKLAND,1,27.5,high,0.14545454545454545
30209375,12.114999999999998,0.4405454545454545,0.2696138181818182,8,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454545
30210830,31.769000000000002,0.9896884735202492,0.6056893457943926,10,1,SAN FRANCISCO,1,32.1,high,0.12461059190031153
30210855,391.31199999999995,11.277002881844378,6.90152576368876,11,1,SAN FRANCISCO,1,34.7,high,0.11527377521613832
30212051,208.055,7.565636363636364,4.630169454545455,10,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30214254,1486.9080000000001,54.06938181818182,33.09046167272727,8,1,SAN FRANCISCO,2,27.5,mid_high,0.14545454545454545
30215169,746.61,27.149454545454546,16.61546618181818,8,1,SAN FRANCISCO,3,27.5,mid_high,0.14545454545454545
30215832,41.314,1.5023272727272725,0.9194242909090908,6,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454542
30216186,287.73900000000003,9.372605863192183,5.736034788273615,6,1,ALAMEDA,1,30.700000000000003,mid_low,0.13029315960912052
30217454,440.088,16.0032,9.7939584,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30218193,447.42,16.26981818181818,9.957128727272726,10,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30219187,1144.56,35.411063292591955,21.671570735066275,11,1,SAN FRANCISCO,2,32.35,high,0.12375432757598366
30220117,27.27,0.9916363636363636,0.6068814545454545,2,1,OAKLAND,1,27.5,low,0.14545454545454545
30221376,304.152,11.060072727272727,6.768764509090909,8,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454545
30222310,157.256,5.7184,3.4996608,9,1,SAN FRANCISCO,2,27.5,mid_high,0.14545454545454545
30223846,586.26,21.318545454545454,13.046949818181817,6,1,SAN FRANCISCO,1,27.5,mid_low,0.14545454545454548
30226961,49.207,1.7893454545454546,1.0950794181818182,5,1,ALAMEDA,1,27.5,mid_low,0.14545454545454545
30227058,54.292,1.9742545454545455,1.2082437818181817,5,1,OAKLAND,1,27.5,mid_low,0.14545454545454545
30228677,55.611999999999995,2.0222545454545453,1.2376197818181818,7,1,SAN FRANCISCO,2,27.5,mid_low,0.14545454545454545
30229733,403.02,12.695086017024824,7.769392642419192,11,2,SAN FRANCISCO,2,31.75,high,0.12599956346607935
30231735,472.816,17.19330909090909,10.522305163636362,10,1,SAN FRANCISCO,1,27.5,high,0.14545454545454542
30232000,232.632,8.459345454545455,5.177119418181818,9,1,OAKLAND,1,27.5,mid_high,0.14545454545454545
30232307,197.61,7.185818181818182,4.397720727272727,7,1,OAKLAND,1,27.5,mid_low,0.14545454545454542
30233441,5296.896,192.6144,117.88001279999999,11,1,OAKLAND,2,27.5,high,0.1454545454545455
30233863,256.718,9.3352,5.7131424,7,1,SAN FRANCISCO,1,27.5,mid_low,0.1454545454545454
30234573,350.448,10.09936599423631,6.180811988472621,8,1,SAN FRANCISCO,1,34.7,mid_high,0.11527377521613834
30235620,60.782,2.2102545454545455,1.3526757818181818,4,1,SAN FRANCISCO,1,27.5,low,0.14545454545454548
30237308,610.3199999999999,19.890963583966464,12.173269713387477,9,1,SAN FRANCISCO,2,31.100000000000005,mid_high,0.1303641603353419
30238018,158.95999999999998,5.780363636363636,3.537582545454545,7,1,SAN FRANCISCO,2,27.5,mid_low,0.14545454545454548
30239275,478.38599999999997,17.395854545454547,10.646262981818182,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30240383,0.304,0.011054545454545454,0.0067653818181818174,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30241755,276.28999999999996,10.04690909090909,6.148708363636363,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30242037,272.648,8.683057324840764,5.314031082802548,7,1,SAN FRANCISCO,1,31.4,mid_low,0.1273885350318471
30242521,753.924,27.415418181818183,16.77823592727273,11,2,SAN FRANCISCO,2,27.5,high,0.14545454545454545
30244975,280.779,10.210145454545454,6.248609018181818,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30246007,1477.504,50.390842848870875,30.839195823508977,11,1,SAN FRANCISCO,2,29.45,high,0.1364215402431963
30248202,12.584,0.4576,0.2800512,4,1,OAKLAND,1,27.5,low,0.14545454545454545
30251671,91.072,2.6245533141210373,1.6062266282420747,6,1,SAN FRANCISCO,1,34.7,mid_low,0.1152737752161383
30252659,188.024,6.8372363636363644,4.1843886545454545,8,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454545
30253126,1997.55,68.85247853124075,42.13771686111934,3,1,SAN FRANCISCO,2,29.1,low,0.13787385253183299
30254981,281.216,8.802527609042267,5.387146896733868,9,1,OAKLAND,2,32.0,mid_high,0.1252066398646203
30255185,42.583,1.5484727272727272,0.9476653090909091,4,1,SAN FRANCISCO,1,27.5,low,0.14545454545454545
30255564,5.962,0.2168,0.13268159999999998,8,1,SAN FRANCISCO,1,27.5,mid_high,0.14545454545454545
30255607,3082.401,99.69431534452808,61.012920990851185,11,2,OAKLAND,3,31.2,high,0.129372285234177
30255670,1076.632,39.150254545454544,23.95995578181818,4,2,SAN FRANCISCO,1,27.5,low,0.14545454545454545
30256146,978.216,35.571490909090905,21.769752436363635,11,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30257094,30.463,0.9701592356687899,0.5937374522292994,3,1,OAKLAND,1,31.4,low,0.12738853503184713
30257603,187.14,6.731654676258993,4.1197726618705035,6,1,OAKLAND,1,27.8,mid_low,0.14388489208633098
30258786,175.084,6.366690909090909,3.896414836363636,7,1,OAKLAND,1,27.5,mid_low,0.14545454545454545
30258919,1216.536,39.64817353942887,24.26468220613047,10,1,ALAMEDA,2,31.1,high,0.13036416033534187
30259039,255.867,8.334429967426711,5.100671140065147,9,1,SAN FRANCISCO,1,30.7,mid_high,0.13029315960912055
30261705,371.304,13.501963636363636,8.263201745454545,10,1,SAN FRANCISCO,1,27.5,high,0.14545454545454545
30263243,720.9920000000001,22.46080996884735,13.74601570093458,8,1,ALAMEDA,1,32.1,mid_high,0.12461059190031153
